tractid00,totalpop,households,pcthhchild,pctind_finance,pctind_professional,pctocc_profmanage,pctcollege,pctinc_0_10K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,pctinc_50K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_more,medhhincome,pctpoverty,pctpublicassist,units,pctown,pctrent,pctvacant,medianvalue,pctrent_0_300,pctrent_300_600,pctrent_600_800,pctrent_800_1000,pctrent_1000_1250,pctrent_1250_1500,pctrent_1500_2000,pctrent_2000_more,medianrent,pctincomerent_30_more,medianpctincomerent,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,pctsameres,pctunits_newres
"25021413500",4017,1639,30.59,12.11,12.43,41.49843,35.14,3.32,1.85,2.58,3.01,3.51,3.87,3.26,3.44,3.81,7.81,10.02,16.91,10.15,7.5,18.82,78468,1.86,2.15,1709,44.78,55.22,4.1,314397,1.59,6.47,6.24,14.98,18.27,21.11,28.04,3.29,1264,33,23.4,24.6,4.07,57.33,33.8
"25021414100",5265,1744,35.78,12.3,16.48,62.91013,60.33,.8,.63,1.54,.85,1.08,1.71,2.39,2.28,2.11,3.42,6.72,9.8,11.79,10.88,43.99,133736,.66,.74,1769,95.07,4.93,1.41,358635,0,5.88,5.88,0,11.76,7.35,22.06,47.06,1966,20.78,20,16.52,3.56,68.02,3.9
"25021414200",7274,2332,36.8,12.02,18.13,65.59196,70.09,1.71,.94,1.24,.85,1.37,2.22,.51,1.37,1.62,2.14,4.91,9.91,10.64,9.66,50.85,150805,2.88,.26,2355,97.68,2.32,.98,408554,0,12.82,15.38,0,0,20.51,25.64,25.64,1512,16.67,20.200001,21.96,2.74,74.55,1.03
"25021414300",4869,1858,33.7,10.01,14.53,58.01461,56.14,4.25,2.8,5.33,3.66,2.74,1.83,2.58,2.1,1.88,4.3,7.69,16.03,11.35,9.09,24.36,91734,2.56,1.45,1902,75.57,24.43,2.31,302087,22.93,16.16,8.08,8.73,17.47,13.32,10.04,3.28,902,24.89,25.4,18.27,4.18,66.89,12
"25021415101",4484,1610,31.29,12.6,14.63,50.08842,44.1,2,1.13,1.57,1.31,1.94,2.82,3.19,3.32,3.19,4.88,6.57,13.71,14.4,12.9,27.12,107136,1.24,.81,1653,85.78,14.22,2.6,341454,0,9.29,9.73,19.03,21.24,19.47,20.8,.44,1166,33.18,22.299999,20.58,3.66,65.31,8.58
"25021415102",7182,3105,28.14,10.43,12.35,43.04381,38.36,4.19,2.45,3.77,3.1,3.1,3.19,2.35,3.22,3.48,4.77,12,15.35,11.09,9.35,18.54,80257,2.89,.74,3184,62.64,37.36,2.48,293834,8.39,9.2,6.43,7.05,16.43,20.09,30.27,2.23,1259,31.52,23.200001,20.19,2.63,59.46,26.28
"25021415200",5415,1975,29.9,14.28,13.84,52.2,47.58,4.98,2.82,4.02,2.97,2.57,2.26,.86,2.11,3.07,6.09,6.89,9.91,12.07,10.76,28.62,102310,1.85,.8,2038,70.68,29.32,3.09,379333,10.82,9.25,5.41,2.44,7.5,11.17,20.59,32.81,1572,42.61,26.299999,25.34,4.53,54.77,18.07
"25021415300",3694,1262,34.46,10.88,14.14,53.70468,54.46,2.93,1.66,2.38,.71,1.03,2.14,1.9,1.27,1.03,2.77,6.73,15.2,12.67,10.37,37.29,124488,2.65,.55,1288,93.5,6.5,2.02,404496,0,11.27,12.68,8.45,16.9,8.45,29.58,12.68,1303,39.24,22.5,21.5,5.51,78.25,4.83
"25021416100",8565,2738,29.75,13.95,13.86,57.60817,50.4,4.79,2.31,1.8,2.56,2.52,2.09,2.09,2.88,2.92,1.55,7.17,12.72,9.01,8.58,37.05,112064,1.58,.86,2788,85.17,14.83,1.79,472813,11.15,19.81,16.72,21.67,13.62,2.79,3.41,10.84,821,35.86,28.200001,22.95,4.84,70.49,7.59
"25021416200",6702,2349,35.21,9.64,12.39,53.61946,50.24,1.79,1.28,2.77,1.75,2.39,3.71,1.49,2.26,2.85,4.69,9.93,12.74,10.91,10.52,30.98,104769,1.89,1.62,2396,82.84,17.16,1.96,303845,0,5.43,5.68,14.99,22.48,16.02,25.58,10.08,1230,43,21.4,24.88,4.5,67.67,11.33
"25021416300",4766,1768,35.44,12.74,10.39,60.18441,58.25,4.18,2.29,2.97,2.23,2.52,3.09,2.8,2.52,2.23,2.8,6.52,11.61,10.76,9.32,34.26,107869,2.59,0,1817,75,25,2.7,399625,7.14,15.24,13.57,8.1,13.1,15.48,25.95,1.43,1113,32.35,26,12.48,5.12,60.39,16.18
"25021416400",6029,2127,34.98,14.72,13.7,57.49014,51.87,1.13,.8,1.7,1.51,2.45,3.82,2.4,2.45,2.78,6.59,6.08,9.14,11.49,11.63,36.03,126441,.54,.14,2160,91.68,8.32,1.53,380145,0,0,0,6.38,19.86,31.21,41.13,1.42,1443,13.96,18.5,18.51,4.75,80.71,6.07
"25021417100",4616,1860,27.21,14.02,12.24,42.13717,38.74,1.77,1.07,1.72,1.34,2.2,3.6,5.85,4.89,4.08,6.66,14.45,14.29,9.94,8.65,19.6,78397,.35,.7,1893,65.38,34.62,1.74,290046,0,4.86,5.02,23.82,25.86,19.28,16.14,5.02,1142,41,26.299999,18.02,5.01,65.67,23.17
"25021417200",7706,3096,27.8,15.1,10.01,40.27845,29.75,3.42,1.84,2.32,3.26,4.04,4.71,4.29,4.71,4.91,9.53,11.24,14.01,12.82,9.62,9.3,67095,3.04,1.1,3139,59.66,40.34,1.37,237692,.51,2.98,2.98,25.94,37.16,21.43,8.84,.26,1109,33.3,23.9,15.55,6.98,63.22,29.23
"25021417300",1969,1161,11.21,13.83,16.93,50.55644,54.25,2.01,1.05,1.31,3.68,3.77,3.06,2.8,3.5,4.38,10.6,9.11,11.12,9.98,8.23,25.31,83024,5.5,.53,1278,62.45,37.55,9.15,239045,1.16,1.4,.93,24.19,19.53,7.91,23.72,21.4,1296,37.98,22.799999,15.02,0,40.34,31.24
"25021417400",2626,1074,28.21,15.89,8.87,39.40853,33.21,3.45,2,3.09,2.09,1.73,1.54,3.81,3,3,8.9,10.54,16.53,11.08,8.45,20.89,85310,2.14,2.18,1112,85.57,14.43,3.42,316562,3.68,3.68,2.21,25,33.82,19.12,6.62,5.15,1105,26.97,21.4,22.55,6.42,75.92,12.43
"25021417501",4929,1948,27.69,18.61,9.14,37.9706,31.55,3.69,2.1,3.02,4.3,4.71,4.66,3.69,3.84,4.15,7.07,13.31,14.13,10.6,8.35,12.45,69995,7.49,3.64,1995,58.47,41.53,2.36,254873,2.21,8.72,8.33,14.19,26.3,22.14,17.58,.52,1147,25.85,22,20.73,5.21,57.45,26.95
"25021417502",4537,1908,26.54,14.27,10.75,36.03672,27.46,3.04,2.05,4.09,3.31,3.36,3.57,3.57,4.88,5.56,9.29,11.91,13.54,11.75,9.08,10.91,68504,6.67,1.42,1943,34.85,65.15,1.8,262719,.42,5.07,5.15,21.95,33.5,20.7,11.64,1.58,1134,32.29,23.6,27.01,3.48,53.14,41.87
"25021417601",5386,2112,23.67,15.03,10.57,37.28112,31.52,4.52,2.57,3.66,3.47,3.09,2.52,4.13,3.85,3.99,8.13,11.79,17.02,11.5,7.89,11.88,72443,5.04,1.66,2143,54.64,45.36,1.45,223622,5.57,12.63,11.24,14.88,22.16,16.6,16.17,.75,1071,31.84,22.9,14.87,1.05,62.21,29.54
"25021417602",4499,2127,21.76,16.63,10.81,45.14851,32.34,6.42,3.45,4.15,4.11,4.39,4.67,3.12,3.35,3.54,8.4,11.52,19.03,9.35,6.52,7.89,65131,1.92,1.27,2178,44.05,55.95,2.34,264207,7.64,15.28,13.28,18.92,23.44,13.98,7.47,.17,932,24.69,22.9,17.51,5.67,57.52,33.57
"25021417700",8415,4252,17.55,13.5,10.97,44.43594,31.07,8.33,4.65,6.36,6.62,6.27,5.38,4.84,4.18,4.04,8.33,8.57,11.01,6.64,4.81,9.95,49262,3.65,1.15,4433,33.28,66.72,4.08,277871,8.29,18.4,16.33,14.7,16.26,10.14,6.37,9.54,947,38.49,26.1,17.99,6.37,50.87,41.42
"25021417801",5622,2305,31.02,12.63,11.92,35.50017,23.57,4.23,2.35,3.09,2.44,2.35,2.35,1.96,4.31,5.49,7.23,13.29,15.25,10.68,9.06,15.9,76144,2.99,1.44,2381,73.19,26.81,3.19,230251,2.07,2.93,2.24,13.77,40.62,28.4,8.43,1.55,1162,26.41,22.9,19.22,4.37,69.42,20.39
"25021417802",3177,1255,39.31,6.53,9.93,20.57245,10.72,15.75,8.35,9.94,8.83,7.08,4.53,3.98,3.82,4.14,6.84,7.4,6.52,4.22,2.39,6.37,29190,25.46,11.93,1315,29.4,70.6,4.56,206847,35.43,30.54,18.53,7.93,5.83,1.75,0,0,419,35.12,27.1,22.38,11.05,49.35,40.16
"25021417901",5421,2513,23.52,15.08,13.86,30.45635,26.12,8.96,4.34,3.58,3.11,2.87,2.51,5.33,5.1,5.61,11.07,9.12,15.37,10.15,6.33,6.57,55682,9.17,2.71,2578,39.47,60.53,2.52,208065,9.21,11.76,8.94,13.78,22.72,18.75,13.64,1.21,1086,34.39,25.9,28.19,6.39,47.29,44.65
"25021417902",3421,1480,24.99,13.43,10.47,32.36769,24.72,6.57,3.42,3.76,3.69,4.09,4.49,5.43,5.1,5.1,11,10.26,14.96,8.05,5.43,8.650001,57379,4.29,2.95,1524,47.77,52.23,2.89,213612,1.78,3.56,3.01,24.62,29.27,19.15,14.23,4.38,1143,37.99,25.299999,19.21,13.89,53.68,35.2
"25021418001",6533,3072,23.05,14.89,14.23,40.83654,29.76,5.11,2.67,2.96,3.39,3.78,4.04,5.6,4.01,3.42,10.65,13.52,15.57,9.8,6.74,8.7,63525,7.96,1.92,3208,38.57,61.43,4.24,236880,6.24,8.84,6.89,17.42,22.41,13.78,17.47,6.95,1111,30.42,23.200001,17.44,4.96,49.89,44.89
"25021418002",6091,2974,18.75,17.71,17.31,49.64699,38.44,5.39,2.83,3.17,3.64,4.01,4.24,4.04,3.23,2.83,7.92,12.26,18.12,9.73,6.74,11.79,70069,4.06,1.92,3063,40.08,59.92,2.91,233904,8.54,8.03,5.18,6.26,20.77,22.25,22.42,6.6,1277,37.07,24.799999,17.33,2.58,44.92,47.34
"25021418100",7266,3339,21.02,17.84,11.04,46.60077,42.29,3.56,2.18,3.74,2.99,3.14,3.56,2.69,4.1,4.79,8.44,12.87,15.11,10.29,7.39,15.08,70709,3.14,1.74,3431,44.5,55.5,2.68,278006,6.48,7.89,5.88,17.31,24.22,20.3,17.47,.44,1124,30.36,23.700001,21.94,3.36,54.41,39.74
"25021418200",5811,2407,27.26,11.52,11.23,38.48332,31.28,3.31,1.78,2.2,3.36,3.98,4.23,4.52,4.06,3.89,7.62,10.36,17.73,12.68,8.95,11.35,77669,3.85,2.36,2479,59.62,40.38,2.9,249326,2.07,2.59,1.96,18.3,34.13,21.1,14.27,5.58,1196,38.4,25.5,20.69,7.72,56.36,32.16
"25021419100",5416,2065,31.59,14.51,12.82,46.14254,34.48,2.23,1.4,2.57,1.84,1.55,1.31,4.84,3.48,2.71,6.05,9.2,16.65,13.6,10.79,21.73,95873,1.22,1.06,2110,78.5,21.5,2.13,299922,0,7.73,8.45,24.4,21.98,12.32,16.91,8.21,1061,28.45,23.5,16.27,2.43,76.32,9.93
"25021419200",5078,1845,32.18,14.67,8.96,35.57074,31.34,4.6,2.65,3.9,2.11,1.68,1.62,4.93,4.06,3.68,6.71,9.58,13.16,12.78,10.12,18.35,81996,2.26,.32,1903,73.88,26.12,3.05,271242,7.61,22.62,20.93,14.59,10.15,9.73,10.99,3.17,791,40.54,27.5,11.17,3.48,71.42,15.39
"25021419300",3838,1495,36.89,15.99,6.06,31.19122,21.95,7.25,3.66,3.46,3.32,3.18,2.91,3.39,3.46,3.79,9.35,12.2,14.43,12.06,8.47,8.95,65877,5.98,1.49,1538,60.74,39.26,2.8,246485,12.54,14.11,10.1,15.51,16.03,12.2,16.2,3.31,974,44.82,28.9,22.49,2.98,59.56,24.95
"25021419400",3223,1247,33.01,11.49,7.33,32.96767,22.08,6.61,3.23,2.42,2.74,2.42,1.77,1.37,3.39,4.92,8.87,9.76,16.13,15.65,11.94,8.79,77827,2.45,.48,1287,70.09,29.91,3.11,248920,21.04,11.48,3.83,8.47,24.59,19.95,10.66,.27,1096,35.65,26.200001,23.54,2.14,69.21,16.68
"25021419500",3029,1059,29.22,13.65,12.26,37.92453,32.3,3.02,1.32,.47,1.89,1.98,1.6,3.49,2.54,1.98,3.3,12.44,19.98,13.48,10.08,22.43,97827,1.78,.47,1074,88.57,11.43,1.4,318456,3.67,11.01,10.09,9.17,23.85,22.94,15.6,4.59,1163,23.53,20.5,12.22,3.92,65.23,7.56
"25021419600",5665,2133,31.42,15.87,10.05,49.12576,41.14,2.11,1.08,1.03,2.62,2.67,2.11,2.72,1.83,1.59,3.8,8.25,13.45,14.57,12.14,30.13,111410,.19,1.12,2171,91.61,8.39,1.75,305739,16.07,16.67,11.9,4.17,15.48,15.48,19.05,1.19,1007,29.21,26.1,14.51,2.01,70.1,7.5
"25021419700",3660,1325,31.23,14.94,8.2,43.65168,31.02,6.21,3.26,3.48,3.03,2.95,2.8,3.41,2.42,1.97,3.26,8.41,15.61,14.47,11.21,17.5,86291,3.22,1.97,1346,83.7,16.3,1.56,290993,20.67,31.73,25.96,3.37,3.85,1.92,0,12.5,547,52.09,33,14.71,5.25,71.27,10.34
"25021419800",3919,1483,29.29,7.95,12.83,40.51334,32.43,1.76,.95,1.28,2.91,3.45,3.58,3.31,3.99,5,11.56,11.29,16.29,10.21,7.37,17.04,76202,.92,2.57,1544,69.72,30.28,3.95,285582,0,4.53,5.01,19.81,31.26,20.76,12.17,6.68,1182,26.57,22.6,20.4,5.63,63.7,18.2
"25021420100",7785,2818,31.12,12.61,9.55,36.64728,22.48,2.29,1.76,4.3,3.46,3.14,2.82,2.57,3.56,4.09,8.5,11.99,17.98,13.08,9.24,11.22,76033,1.27,2.12,2883,75.27,24.73,2.25,205089,9.31,7.48,4.27,5.04,17.4,24.43,28.09,3.82,1314,46.62,29.6,20.5,3.11,67.16,16.86
"25021420201",3311,1182,33.36,11.37,7.29,36.77811,25.33,4.36,2.65,4.27,1.54,2.56,4.95,3.59,1.79,1.79,9.91,9.39,15.29,13.58,10.08,14.26,77060,2.68,2.13,1201,77.16,22.84,1.58,224299,0,23.33,25.19,7.78,13.7,11.85,17.04,1.11,846,56.43,40,20.62,3.96,61.64,18.18
"25021420202",5472,2051,30.04,12.07,11.64,39.46411,28.81,2.83,1.81,3.23,2.25,2.54,3.18,3.27,3.47,3.37,5.52,10.56,20.33,12.32,9.63,15.74,83830,2.49,2.49,2079,69.48,30.52,1.35,225516,1.46,3.57,3.25,16.88,33.6,26.62,14.45,.16,1174,33.34,24.4,23,2,59.4,21.11
"25021420301",6686,2490,31.26,11.65,10.95,34.44007,23.68,7.15,3.7,4.02,3.34,3.01,2.69,3.58,2.49,2.09,8.12,10.69,17.48,11.05,8.28,12.3,72355,2.12,2.57,2538,72.89,27.11,1.89,216047,17.31,12.67,6.65,16.07,19.32,13.76,10.2,3.86,988,36.6,27.200001,22.38,6.74,63.44,15.1
"25021420302",7709,2772,33,9.14,10.69,39.34704,32.53,3.89,2.09,2.63,2.88,2.99,2.95,3.02,4.29,4.86,6.55,10.26,13.18,13.32,10.33,16.78,80348,4.08,1.44,2832,68.94,31.06,2.12,219835,6.88,7.12,4.86,8.07,30.96,26.1,14.47,1.54,1205,40.89,27.1,16.08,3.66,64.17,21.46
"25021421100",5238,2038,31.96,10.61,11.41,28.72949,14.81,7.75,3.9,3.65,4,3.65,2.92,2.92,3.7,3.85,4.78,12.96,16.76,11.4,8.09,9.65,69807,5.01,1.56,2076,69.97,30.03,1.83,198730,16.98,17.85,12.31,11.61,17.68,14.21,9.19,.17,859,30.35,26.200001,19.59,6.45,69.83,18.84
"25021421200",5547,2038,31.58,10.39,7.49,32.15535,21.42,3.63,1.86,2.01,4.66,4.02,1.96,3.48,3.33,3.33,5.93,8.44,18.73,13.68,10.15,14.81,84975,3.65,1.28,2077,82.38,17.62,1.88,203330,0,10.81,11.71,24.02,23.12,16.22,13.81,.3,1019,30.2,23.1,17.54,3.99,62.74,11.04
"25021422100",4892,1776,35.02,10.82,9.71,36.2916,30.59,1.86,1.13,1.86,1.52,1.98,2.71,4.57,3.56,2.99,6.72,9.59,15.46,13.77,11.34,20.88,92772,1.76,1.52,1802,85.02,14.98,1.44,269078,0,7.76,8.16,34.69,26.94,12.24,9.8,.41,985,31.21,24.299999,16.28,4.31,73.09,11.88
"25021422200",7212,2986,29.02,10.04,8.45,35.53273,27.68,4.83,2.48,2.55,3.52,3.32,2.55,4.53,4.96,4.8,6.17,12.78,16.43,10.87,8.12,12.14,71245,3.3,.77,3081,57.8,42.2,3.08,264613,2.45,3.46,2.7,23.44,37.94,20.66,8.09,1.18,1131,35,25.700001,23.4,4.3,59.13,29.61
"25021422301",3006,1073,35.8,13.17,7.71,45.20631,29.49,.84,.75,2.25,1.78,1.97,2.44,4.59,3.56,3,5.44,7.59,20.52,15.09,11.15,18.93,94854,0,.84,1084,90.77,9.23,1.01,269483,0,0,0,35.48,40.86,19.35,4.3,0,1074,31.31,21.700001,19.02,5.41,73.67,6.25
"25021422302",6575,3030,23.79,12.65,11.15,42.40711,36.01,5.5,2.57,1.61,2.37,2.63,2.63,4.45,4.38,4.31,10.44,12.81,19.13,9.81,7.01,10.34,70167,8.66,2.11,3116,55.87,44.13,2.76,227952,1.38,3.69,3.46,9.85,31.54,28.69,19.46,2.08,1273,32.75,24.1,20.84,2.99,53.45,35.22
"25021422400",7386,2998,27.12,9.49,10.44,36.03088,21.11,10.68,5.11,3.71,3.91,4.11,4.15,2.29,3.02,3.78,9.12,8.69,14.99,9.32,6.7,10.41,59025,2.67,1.26,3058,58.47,41.53,1.96,249326,18.93,16.5,10.03,18.77,17.39,9.39,8.01,.89,874,37.91,27.299999,20.82,5.29,61.92,26.58
"25021422501",4707,2072,28.11,14.98,15.71,40.87561,25.21,7.9,4.02,4.12,3.93,3.73,3.39,1.99,3.44,4.31,7.9,10.66,16.53,9.89,7.17,11,65871,6.04,2.33,2116,52.8,47.2,2.08,210229,12.54,11.6,7.42,10.24,17.66,19.44,19.64,1.57,1126,34.97,26.799999,22.55,7.24,46.41,33.98
"25021422502",5335,2303,30.85,17.97,9.83,28.88546,17.79,5.66,3.05,3.75,4.49,4.27,3.49,4.05,4.84,5.45,11.15,14.81,17.17,8.76,5.4,3.66,58980,6.79,2.57,2354,52.41,47.59,2.17,218617,11.39,11.48,7.69,19.64,29.7,14.23,3.7,2.09,1039,29.33,24.799999,19.26,7.72,59.17,28.49
"25021422600",6752,2463,37.29,7.72,11.75,35.42841,25.59,2.53,1.47,2.24,1.67,1.79,2.08,4.2,4.81,4.93,6.72,10.31,14.87,13.69,10.79,17.88,85310,2.52,.9,2513,90.17,9.83,1.99,246079,5.07,15.21,14.29,13.82,25.35,16.13,5.07,5.07,1005,42.39,24.4,15.75,5,77.89,4.59
"25021422700",3890,1503,32.34,11.75,10.51,28.21123,18.59,3.2,1.66,1.8,2.33,2.53,2.53,1.86,3.79,4.99,9.52,11.38,16.44,13.72,10.85,13.45,80104,3.47,2.8,1552,84.1,15.9,3.16,219970,0,7.14,7.59,22.32,26.79,19.2,15.62,.45,1101,45.14,28.4,17.35,2.04,69.95,11.78
"25021422800",4233,1824,27.92,11.41,12.93,36.90476,27.75,4.18,2.23,2.72,2.93,2.83,2.45,3.7,5.54,6.2,7.66,9.67,12.83,11.63,9.29,16.15,72429,4.42,.87,1897,76.32,23.68,3.85,222405,1.05,4.46,4.2,13.65,25.46,19.69,14.44,17.06,1238,23.5,22.5,18.48,4.95,65.86,17.16
"25021423100",7261,2673,34.58,16.93,16.73,57.22428,60.74,2.8,1.79,3.36,2.69,2.43,2.24,1.38,1.87,2.5,5.64,5.68,9.56,10.57,9.97,37.58,117675,1.17,.6,2805,85.45,14.55,4.71,528009,13.66,7.92,3.28,19.4,22.68,12.02,10.11,10.93,1066,29.76,26,22.49,6.9,60.54,10.22
"25021440100",7683,3009,30.94,8,7.88,34.06052,28.3,3.69,2.16,3.29,2.99,3.12,3.29,3.16,3.16,3.29,6.61,11.4,16.74,11.99,9.44,15.71,79920,2.4,2.36,3111,72.45,27.55,3.28,234851,3.88,5.88,4.75,33.88,28,12.12,8.75,2.75,1000,25.83,19.9,21.47,.47,62.48,17.78
"25021441201",8168,2663,32.02,7.86,12.9,42.20115,35.37,2.81,1.57,2.25,2.28,2.73,3.26,3.03,2.25,1.72,3.22,6.7,16.54,14.56,11.98,25.15,100978,2.12,2.17,2758,81.79,18.21,3.44,298569,14.19,13.54,8.73,24.02,22.05,9.83,7.42,.44,939,32.53,22.700001,14.63,2.26,65.29,12.9
"25021441202",2386,739,37.81,8.35,7.63,56.43879,52.94,0,.41,2.05,1.23,.96,.82,0,2.19,3.29,4.25,4.66,12.6,13.56,13.56,40.14,134687,0,0,749,94.72,5.28,1.34,388668,0,0,0,70.59,29.41,0,0,0,951,30.77,19.700001,18.27,1.44,64.64,2.34
"25021442101",5409,1736,31.61,11.93,11.12,44.64684,37.86,3.06,1.79,2.66,2.6,2.31,1.79,2.95,2.89,3.06,7.51,10.23,16.46,12.42,10.46,19.87,87806,3.56,2.31,1762,78.4,21.6,1.48,270566,3.33,6.67,5.83,24.17,35,17.5,3.89,3.61,1078,27.25,22.5,25.11,4.49,62.1,14.8
"25021442102",7173,2519,35.86,8.96,12.21,48.01215,44.42,1.99,.96,.64,1.55,1.75,1.59,1.63,1.75,2.07,6.29,9.79,18.03,16,12.93,23.04,102473,.83,.96,2545,89.64,10.36,1.02,260149,2.27,2.27,1.36,20,32.27,23.64,11.82,6.36,1176,33.59,19.700001,21.23,1.83,58.61,9.809999
"25021442103",6131,1906,40.09,13.23,12.34,52.34169,51.84,.53,.42,.95,1,.9,.69,1,2.06,2.64,5.11,6.75,13.13,14.76,13.81,36.16,122266,.58,1.21,1933,97.74,2.26,1.4,315209,0,16.67,16.67,0,33.33,25,0,0,1101,0,15.7,20.78,.62,60.02,.94
"25021442200",10847,3991,34.47,12.69,9.37,43.58254,38.89,2.87,2.27,5.61,3.56,3.19,3.24,1.57,2.72,3.46,6.16,6.18,14.78,12.21,10.24,21.99,90390,3.54,1.1,4087,69.28,30.72,2.35,321973,12.49,20.13,16.43,19.39,16.6,7.97,5.18,1.81,810,38.44,24.799999,18.53,1.8,56.59,21.27
"25021443101",7365,2634,34.68,7.02,11.64,32.42857,24.09,3.41,1.7,1.63,1.89,1.85,1.63,2.5,2.95,3.48,7.42,10.14,18.51,15.56,11.66,15.7,92341,.92,1.93,2663,85.46,14.54,1.09,216047,10.06,15.98,12.72,17.46,20.12,14.79,8.88,0,919,26.01,25.6,17.48,2.4,65.23,8.610001
"25021443102",7949,2923,32.47,10.05,9.43,35.56561,20.05,3.17,1.98,3.51,2.76,2.45,2.11,2.25,2.52,2.66,5.32,10.19,17.96,16.63,12.44,14.04,88763,2.28,1.67,2979,82.35,17.65,1.88,213612,13.57,16.08,11.9,20.46,20.67,11.06,4.59,1.67,850,30.74,23,14.54,1.95,70.49,9.27
"25021456101",3908,1233,32.37,8.08,12.26,34.44902,28.28,2.27,1.62,3.49,1.87,1.54,1.62,3.41,2.92,2.84,7.38,7.7,14.19,17.19,13.71,18.25,99629,3.24,2.51,1254,84.67,15.33,1.67,262313,2.55,35.67,36.94,7.64,4.46,6.37,6.37,0,672,32.24,20.200001,19.28,2.53,63.04,10.38
"25021456102",4915,1991,28.14,9,11.8,35.07378,23.75,7.33,3.61,3.01,2.36,2.51,2.86,3.01,3.56,4.11,9.08,11.09,13.8,11.89,9.03,12.79,71663,4.48,1.2,2040,62.48,37.52,2.4,229304,11.55,14.27,10.6,26.63,22.83,9.38,4.48,.14,864,34.62,23.700001,16.98,5.13,66.68,26.26
"25021456200",3236,1069,31.52,7.44,13.76,35.64786,27.82,2.89,1.77,3.08,.93,1.96,4.01,2.8,3.36,3.45,3.17,7.83,20.88,12.58,9.13,22.09,91344,3.12,0,1096,85.59,14.41,2.46,243780,5.81,12.26,10.97,14.19,24.52,17.42,13.55,.65,1081,47.74,30,24.02,1.95,66.99,9.45
"25021456300",6861,3120,24.63,10.38,12.91,36.92935,26.14,4.82,2.91,4.79,2.94,3.93,5.91,5.24,4.76,4.6,7.69,10.34,15.04,10.31,6.77,9.96,63774,2.44,1.28,3209,63.4,36.6,2.77,194537,4.82,9.18,7.91,20.45,33.36,17.18,4.09,2.82,1059,43.51,28.5,25.32,4.64,58.28,25.29
"25021456401",2896,1049,32.84,8.5,14.22,33.0897,27,5.21,2.75,3.12,2.94,3.03,3.12,2.56,2.75,2.84,5.49,14.3,18.47,10.7,8.05,14.68,77708,3.73,3.31,1069,75.98,24.02,1.87,239586,3.27,19.59,19.59,15.51,28.16,13.88,0,0,902,27.77,22,16.37,4.47,67.39,12.78
"25021456402",5333,1792,34.22,10.16,11.83,39.45338,37.05,2.69,1.35,1.23,2.13,1.79,.9,1.68,2.24,2.41,2.92,8.69,15.42,14.13,13.24,29.27,112689,2.07,.73,1820,92.86,7.14,1.54,265019,0,6.12,6.12,17.35,24.49,20.41,12.24,14.29,1170,40,29.200001,19.55,3.72,71.26,4.18
"25021457100",4443,1705,31.6,8.14,9.92,36.0751,21.19,5.14,2.8,3.5,3.8,4.5,5.2,2.8,2.86,3.33,8.47,10.57,13.26,11.27,9.05,13.44,70342,4.25,1.46,1740,76.54,23.46,2.01,217670,13.18,11.37,6.98,24.55,24.81,12.66,5.17,1.29,958,45.39,28.799999,19.72,5.16,73.46,14.02
