tractid90,totalpop,households,hhfam,hhchild,pcthhchild,popu25,popuempl,ind_finance,ind_professional,pctind_finance,pctind_professional,occ_profmanage,pctocc_profmanage,college,pctcollege,inc_0_5K,inc_5K_10K,inc_10K_15K,inc_15K_20K,inc_20K_25K,inc_25K_30K,inc_30K_35K,inc_35K_40K,inc_40K_45K,inc_45K_50K,inc_50K_55K,inc_55K_60K,inc_60K_75K,inc_75K_100K,inc_100K_125K,inc_125K_150K,inc_150K_more,pctinc_0_5K,pctinc_5K_10K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,pctinc_50K_55K,pctinc_55K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_more,medhhincome,poverty,pctpoverty,publicassist,pctpublicassist,units,unitsocc,own,rent,pctown,pctrent,vacant,pctvacant,medianvalue,unitsrent,rent_0_300,rent_300_600,rent_600_750,rent_750_1000,rent_1000_more,pctrent_0_300,pctrent_300_600,pctrent_600_750,pctrent_750_1000,pctrent_1000_more,medianrent,incomerent_30_more,pctincomerent_30_more,medianpctincomerent,unitsmortgage,inc_mortgage_30_more,inc_nomortgage_30_more,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,popupov,popu5,sameres,pctsameres,units_newres,pctunits_newres
"25017354900",5004,1988,4106,1718,34.05,3274,2572,153,901,5.95,35.03,726,28.23,911,27.83,100,99,93,108,139,97,92,98,95,96,80,98,163,289,153,114,113,4.93,4.88,4.59,5.33,6.86,4.79,4.53,4.84,4.69,4.73,3.95,4.83,8.04,14.26,7.55,5.62,5.57,49806,790,15.69,301,14.85,2059,1975,516,1459,26.13,73.87,84,4.08,309421,1446,230,257,179,301,479,15.76,17.61,12.27,20.63,32.83,822,509,34.89,24.9,189,60,0,25.21,0,5035,4557,2487,54.58,1054,53.36
"25017355000",2514,1181,1508,489,19.78,1937,1276,93,481,7.29,37.7,498,39.03,657,33.92,32,38,85,79,54,55,63,43,48,31,23,19,98,193,84,69,127,2.8,3.32,7.43,6.91,4.72,4.81,5.51,3.76,4.2,2.71,2.01,1.66,8.57,16.89,7.35,6.04,11.11,60030,274,11.74,76,6.65,1272,1194,446,748,37.35,62.65,78,6.13,383925,725,94,104,71,118,338,12.75,14.11,9.63,16.01,45.86,955,269,36.5,26,59,0,0,0,0,2333,2395,1432,59.79,511,42.79
"25017356100",3314,1368,2439,862,26.01,2470,1973,103,673,5.22,34.11,733,37.15,947,38.34,20,22,37,38,46,61,50,41,56,53,42,29,134,276,179,114,178,1.46,1.6,2.69,2.76,3.35,4.44,3.64,2.98,4.08,3.86,3.06,2.11,9.75,20.09,13.03,8.3,12.95,80954,161,4.86,61,4.44,1408,1368,587,781,42.91,57.09,40,2.84,297301,776,3,21,43,73,636,.38,2.69,5.51,9.35,81.43,1453,165,21.12,22,82,12,0,10.81,0,3312,3124,1879,60.15,581,42.47
"25017356200",5184,2417,3421,1116,21.53,4088,3108,215,1248,6.92,40.15,1390,44.72,1793,43.86,49,53,88,82,61,58,66,77,56,106,116,153,270,432,222,188,340,2.03,2.19,3.64,3.39,2.52,2.4,2.73,3.18,2.32,4.39,4.8,6.33,11.17,17.87,9.18,7.78,14.07,73477,224,4.32,127,5.25,2502,2417,798,1619,33.02,66.98,85,3.4,345069,1592,12,51,97,163,1270,.74,3.15,5.99,10.07,78.44,1365,609,37.62,25.799999,108,42,19,21.43,9.69,5184,4949,2949,59.59,1164,48.16
"25017356300",5363,2346,4143,1482,27.63,3923,2849,200,1025,7.02,35.98,1095,38.43,1372,34.98,30,40,112,112,91,48,74,88,108,124,56,128,392,355,241,194,159,1.28,1.7,4.76,4.76,3.87,2.04,3.15,3.74,4.59,5.27,2.38,5.44,16.67,15.1,10.25,8.25,6.76,65910,463,8.63,145,6.17,2417,2346,982,1364,41.86,58.14,71,2.94,326354,1345,54,77,81,136,997,3.96,5.65,5.94,9.97,73.09,1257,444,32.55,25.700001,204,42,41,9.63,9.4,5363,5045,3005,59.56,1040,44.33
"25017356400",7579,2789,6783,2577,34,5469,4260,390,1408,9.15,33.05,1813,42.56,2051,37.51,33,41,104,98,69,56,71,81,65,44,31,29,185,396,486,283,721,1.18,1.47,3.73,3.51,2.47,2,2.55,2.9,2.33,1.58,1.11,1.04,6.63,14.18,17.41,10.14,25.82,103944,170,2.24,73,2.61,2853,2789,2296,493,82.32,17.68,64,2.24,401927,473,46,41,12,20,354,9.33,8.32,2.43,4.06,71.81,1481,177,35.9,22.9,1191,325,132,16.56,6.73,7579,7160,5592,78.1,673,24.13
"25017356500",6948,2795,5766,2142,30.84,5106,3955,327,1449,8.27,36.64,1574,39.8,1942,38.03,43,55,147,142,103,56,59,73,65,77,72,117,265,465,347,255,437,1.55,1.98,5.29,5.11,3.71,2.02,2.12,2.63,2.34,2.77,2.59,4.21,9.55,16.75,12.5,9.19,15.74,78905,400,5.76,159,5.73,2862,2794,1921,873,68.75,31.25,68,2.38,340969,862,136,113,14,24,575,15.58,12.94,1.6,2.75,65.86,1315,323,37,25.5,894,233,132,14.54,8.23,6945,6557,4443,67.76,994,35.57
"25017356600",8686,3719,6735,2282,26.27,6410,5063,433,2064,8.55,40.77,2655,52.44,3157,49.25,57,60,82,86,97,101,106,115,92,121,75,107,388,774,442,357,674,1.53,1.61,2.2,2.31,2.6,2.71,2.84,3.08,2.46,3.24,2.01,2.87,10.4,20.74,11.84,9.57,18.06,84883,384,4.48,119,3.19,3862,3719,2330,1389,62.65,37.35,143,3.7,378577,1374,25,50,71,120,1107,1.8,3.6,5.11,8.64,79.7,1330,584,42.05,26.4,1002,200,87,11.71,5.09,8562,8131,4976,61.2,1586,42.64
"25017356700",7559,3386,5505,1795,23.75,5854,4194,508,1593,12.11,37.98,2029,48.38,2695,46.04,47,62,182,169,132,121,53,65,61,104,138,135,260,559,387,282,649,1.38,1.82,5.34,4.96,3.87,3.55,1.55,1.91,1.79,3.06,4.05,3.96,7.63,16.41,11.36,8.28,19.05,82611,255,3.41,145,4.26,3517,3386,1816,1570,53.63,46.37,131,3.72,427236,1551,166,159,68,114,1044,10.57,10.13,4.33,7.26,66.5,1349,502,31.98,24.700001,712,188,89,16.21,7.67,7486,7179,4436,61.79,1402,41.4
"25017357100",4119,1651,3601,1238,30.06,3071,1959,215,848,10.97,43.29,1041,53.14,1595,51.94,15,18,37,35,36,55,40,39,36,20,30,37,88,189,151,186,605,.93,1.11,2.28,2.16,2.22,3.4,2.48,2.41,2.22,1.24,1.85,2.29,5.44,11.68,9.33,11.5,37.39,121031,45,1.09,38,2.35,1715,1651,1192,459,72.2,27.8,64,3.73,508869,437,0,0,0,0,437,0,0,0,0,95.21,1585,229,49.9,31.700001,619,116,95,10.31,8.44,4119,3938,2966,75.32,447,27.08
"25017357200",3193,1144,2757,1030,32.26,2216,1822,147,787,8.07,43.19,1009,55.38,1319,59.53,3,5,16,18,23,15,11,11,9,13,14,34,92,188,106,103,477,.26,.44,1.4,1.58,2.02,1.32,.96,.96,.79,1.14,1.23,2.99,8.08,16.51,9.31,9.04,41.88,125744,109,3.41,19,1.67,1172,1144,911,233,79.63,20.37,28,2.39,583908,225,6,8,8,13,191,2.58,3.43,3.43,5.58,81.97,1617,73,31.33,23.1,441,92,49,11.59,6.17,3193,3002,1938,64.56,391,34.18
"25017357300",2939,1272,2058,667,22.41,2321,1831,220,735,12.02,40.14,1000,54.61,1291,55.62,13,14,24,26,26,27,39,17,22,41,36,46,131,265,212,154,193,1.01,1.09,1.86,2.02,2.02,2.09,3.03,1.32,1.71,3.18,2.8,3.57,10.18,20.59,16.47,11.97,15,92636,81,2.74,50,3.89,1353,1307,522,785,39.94,60.06,46,3.4,473400,764,6,16,25,43,674,.76,2.04,3.18,5.48,85.86,1624,206,26.24,23.299999,116,47,25,19.34,10.29,2960,2823,1403,49.7,684,52.34
"25017357400",2411,906,1975,766,32.27,1667,1300,121,579,9.31,44.54,746,57.38,1013,60.76,12,12,12,9,5,10,7,12,3,18,10,24,66,138,154,102,280,1.37,1.37,1.36,1.02,.57,1.14,.8,1.37,.34,2.05,1.14,2.74,7.53,15.75,17.58,11.64,31.96,113322,63,2.67,20,2.28,893,871,579,292,66.48,33.52,22,2.46,584620,279,0,3,6,11,259,0,1.03,2.05,3.77,88.7,1784,112,38.35,24.6,217,49,31,13.21,8.36,2363,2221,1570,70.69,271,31.11
"25017357500",2209,883,1900,637,27.78,1707,1265,91,553,7.19,43.72,707,55.89,999,58.52,28,25,7,9,14,8,7,19,21,32,26,22,103,145,116,93,231,3.09,2.76,.77,.99,1.54,.88,.77,2.1,2.32,3.54,2.87,2.43,11.38,16.02,12.82,10.28,25.52,97444,107,4.67,41,4.53,906,887,484,403,54.57,45.43,19,2.1,492115,395,7,11,12,20,345,1.74,2.73,2.98,4.96,85.61,1652,125,31.01,24.299999,151,51,0,21.61,0,2291,2164,1478,68.3,349,39.35
"25017357600",2476,1025,1798,630,26.34,1727,1350,97,514,7.19,38.07,665,49.26,739,42.79,21,22,31,40,53,28,36,16,24,35,26,22,90,227,138,64,154,2.04,2.14,3.02,3.89,5.15,2.72,3.5,1.55,2.33,3.4,2.53,2.14,8.75,22.08,13.42,6.23,14.98,81343,129,5.39,22,2.14,1056,1021,439,582,43,57,35,3.31,352555,573,4,19,37,62,452,.69,3.26,6.36,10.65,77.66,1447,206,35.39,24.1,86,12,22,9.6,17.6,2392,2255,1346,59.69,556,54.46
"25017357700",3573,1386,2228,847,23.71,2700,1685,130,643,7.72,38.16,806,47.83,1290,47.78,20,27,78,71,54,68,59,65,61,50,35,36,124,145,182,81,225,1.45,1.96,5.65,5.14,3.91,4.92,4.27,4.7,4.41,3.62,2.53,2.61,8.98,10.5,13.18,5.87,16.29,65715,151,4.84,45,3.26,1442,1386,539,847,38.89,61.11,56,3.88,428128,828,84,77,25,42,600,9.92,9.09,2.95,4.96,70.84,1367,283,33.41,24.4,134,31,44,11.27,16,3120,3396,1888,55.59,588,42.42
"25017357800",3800,1397,3380,1126,29.63,2700,1951,239,869,12.25,44.54,1015,52.02,1667,61.74,6,9,31,30,31,45,34,28,28,16,10,49,77,145,165,115,562,.43,.65,2.25,2.17,2.25,3.26,2.46,2.02,2.03,1.15,.72,3.55,5.58,10.51,11.96,8.33,40.72,121111,198,5.21,27,1.96,1431,1397,1093,304,78.24,21.76,34,2.38,764463,286,20,25,21,36,184,6.58,8.22,6.91,11.84,60.53,1248,62,20.39,24,459,133,92,14.21,9.83,3800,3593,2528,70.36,342,24.48
"25017358100",5071,1821,4310,1559,30.72,3706,2691,160,1126,5.95,41.84,1517,56.37,2031,54.8,11,14,35,35,33,28,21,20,33,49,41,40,165,206,265,204,616,.61,.77,1.93,1.93,1.82,1.54,1.16,1.1,1.82,2.7,2.26,2.21,9.1,11.36,14.61,11.25,33.96,114694,153,3.16,27,1.49,1867,1823,1439,384,78.94,21.06,44,2.36,475182,373,3,8,13,22,326,.78,2.08,3.39,5.73,84.9,1645,145,37.76,24.799999,790,177,89,13.48,6.78,4848,4805,3335,69.41,582,31.93
"25017358200",148,64,109,26,18.31,116,90,12,24,13.33,26.67,60,66.67,77,66.38,4,4,0,0,0,0,0,0,0,0,0,0,18,0,3,6,39,5.33,5.33,0,0,0,0,0,0,0,0,0,0,24,0,4,8,52,158589,8,5.63,0,0,61,61,61,0,100,0,0,0,588898,0,0,0,0,0,0,,,,,,0,0,,0,24,8,6,15.69,11.76,142,133,67,50.38,41,67.21
"25017358300",3887,1475,3399,1130,29.03,2803,1959,193,722,9.85,36.86,1025,52.32,1661,59.26,15,15,16,17,17,11,11,17,24,27,41,73,98,130,156,153,639,1.03,1.03,1.1,1.17,1.16,.75,.75,1.17,1.64,1.85,2.81,5,6.71,8.9,10.68,10.47,43.74,132675,69,1.78,24,1.64,1571,1478,1145,333,77.47,22.53,93,5.92,493006,317,7,7,3,6,295,2.14,2.14,.92,1.83,90.21,1784,142,43.42,24.6,657,224,37,22.07,3.65,3876,3694,2241,60.67,566,38.29
"25017358400",4694,1726,4105,1395,29.72,3373,2482,169,1012,6.81,40.77,1400,56.41,2111,62.58,10,14,45,43,38,35,26,43,21,40,42,39,104,168,143,171,740,.58,.81,2.62,2.5,2.21,2.03,1.51,2.5,1.22,2.32,2.44,2.27,6.04,9.76,8.31,9.94,43,129982,117,2.49,58,3.37,1753,1726,1432,294,82.97,17.03,27,1.54,556459,277,25,22,5,9,216,8.5,7.48,1.7,3.06,73.47,1579,127,43.2,29.1,905,230,59,17.64,4.52,4694,4444,3126,70.34,538,31.17
"25017358500",4809,1585,4176,1503,31.25,3395,2434,195,1019,8.01,41.87,1280,52.59,1720,50.66,13,15,31,29,22,31,29,33,37,19,34,36,67,146,148,174,720,.82,.95,1.96,1.83,1.39,1.95,1.83,2.08,2.33,1.2,2.15,2.27,4.23,9.21,9.34,10.98,45.43,138728,165,3.65,51,3.22,1625,1585,1334,251,84.16,15.84,40,2.46,526515,225,23,21,7,12,162,9.7,8.86,2.95,5.06,68.35,1702,50,21.1,21.200001,822,225,59,18.37,4.82,4525,4539,3032,66.8,485,30.6
"25017358600",5706,2105,5036,1811,31.74,3936,3052,230,1208,7.54,39.58,1739,56.98,2323,59.02,4,12,78,67,19,13,43,45,37,71,50,22,151,264,273,252,710,.19,.57,3.69,3.17,.9,.62,2.03,2.13,1.75,3.36,2.37,1.04,7.15,12.49,12.92,11.93,33.6,115481,139,2.45,105,4.97,2167,2105,1625,480,77.2,22.8,62,2.86,463240,446,45,42,14,24,321,9.91,9.25,3.08,5.29,70.7,1520,195,42.95,26.700001,1048,290,59,19.12,3.89,5671,5344,3444,64.45,703,33.39
"25017358700",4655,1737,4178,1345,28.89,3379,2521,192,1045,7.62,41.45,1585,62.87,2238,66.24001,10,10,8,14,31,25,28,37,46,21,29,27,106,130,216,186,820,.57,.57,.46,.8,1.77,1.43,1.6,2.12,2.64,1.2,1.66,1.55,6.07,7.45,12.38,10.66,46.99,141187,96,2.06,32,1.83,1797,1737,1591,146,91.59,8.41,60,3.34,527050,139,0,0,0,0,139,0,0,0,0,95.21,1784,59,40.41,28,945,215,73,14.37,4.88,4649,4419,2843,64.34,548,31.55
"25017359100",5629,1917,4178,1447,25.72,4279,2669,165,1027,6.18,38.48,1273,47.7,1774,41.46,20,23,43,43,37,21,21,29,43,67,53,64,138,205,230,223,672,1.03,1.19,2.23,2.23,1.92,1.08,1.09,1.5,2.22,3.46,2.74,3.31,7.14,10.61,11.9,11.54,34.76,116993,77,1.59,90,4.66,1981,1916,1396,520,72.86,27.14,65,3.28,412264,476,41,44,26,43,322,8.37,8.98,5.31,8.78,65.71,1388,156,31.83,23.6,876,160,35,13.29,2.91,4828,5359,3619,67.53,700,36.53
"25017359200",14,5,18,11,61.11,7,7,0,0,0,0,0,0,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,91586,0,0,0,0,6,6,6,0,100,0,0,0,401035,0,0,0,0,0,0,,,,,,0,0,,0,0,0,0,0,0,18,18,18,100,0,0
"25017359300",7353,2557,6260,2386,32.45,4900,4004,250,1305,6.24,32.59,1600,39.96,2152,43.92,32,32,30,38,53,28,30,58,76,55,82,88,273,379,352,258,736,1.23,1.23,1.16,1.46,2.04,1.08,1.16,2.24,2.93,2.11,3.15,3.38,10.5,14.58,13.54,9.92,28.31,102510,127,1.81,73,2.81,2615,2557,1793,764,70.12,29.88,58,2.22,390519,587,4,13,22,36,512,.54,1.74,2.95,4.83,68.72,1472,231,31,27.799999,1162,290,52,19.57,3.51,7015,6887,4159,60.39,1084,42.39
"25017360100",3151,888,3145,1391,44.14,1605,760,45,237,5.92,31.18,264,34.74,647,40.32,4,3,0,2,11,31,35,40,44,42,58,104,127,163,89,63,44,.46,.35,0,.23,1.27,3.6,4.06,4.64,5.11,4.88,6.74,12.08,14.75,18.93,10.34,7.32,5.11,66472,13,.42,23,2.67,893,888,0,888,0,100,5,.56,0,268,2,7,13,22,224,.23,.81,1.5,2.54,25.9,1449,75,8.67,19.4,0,0,0,,,3126,2634,323,12.26,825,92.9
"25017360200",4515,1744,3981,1312,29.06,3308,2477,218,1039,8.8,41.95,1541,62.21,2293,69.32,3,6,26,21,15,29,15,17,27,24,36,36,107,198,131,146,903,.17,.34,1.5,1.21,.86,1.67,.86,.98,1.55,1.38,2.07,2.07,6.14,11.37,7.52,8.38,51.84,152382,74,1.64,17,.98,1821,1744,1404,340,80.5,19.5,77,4.23,741648,280,0,13,31,51,185,0,4.32,10.3,16.94,61.46,1239,113,37.54,26.4,776,226,55,19.43,4.73,4515,4229,2778,65.69,520,29.81
"25017361100",6461,1974,4267,1397,21.78,4864,2722,275,937,10.1,34.42,1436,52.76,2469,50.76,8,9,11,21,47,49,63,55,33,19,17,25,112,267,235,212,792,.41,.46,.55,1.06,2.38,2.48,3.19,2.78,1.67,.97,.86,1.27,5.67,13.52,11.9,10.73,40.1,124797,97,1.96,26,1.32,2026,1956,1575,381,80.52,19.48,70,3.46,528119,351,0,6,15,24,306,0,1.69,4.23,6.76,86.2,1784,137,38.6,24.9,886,176,15,13.57,1.16,4961,6155,3426,55.66,688,35.17
"25017361200",4511,1597,4202,1573,34.52,3071,2468,143,827,5.79,33.51,1297,52.55,1751,57.02,13,15,31,32,26,35,54,11,9,37,32,44,88,111,190,178,708,.81,.93,1.92,1.98,1.61,2.17,3.34,.68,.56,2.29,1.98,2.73,5.45,6.88,11.77,11.03,43.87,133911,128,2.81,24,1.49,1693,1615,1219,396,75.48,24.52,78,4.61,504057,382,10,16,21,35,301,2.53,4.04,5.3,8.84,76.01,1520,181,45.7,26.700001,846,198,44,17.34,3.85,4557,4268,2713,63.57,561,34.73
"25017361300",6097,2120,4972,1753,28.88,4291,3010,285,1165,9.47,38.7,1795,59.63,2621,61.08,28,33,74,68,34,7,24,41,33,27,42,43,82,226,203,159,976,1.33,1.57,3.52,3.24,1.62,.33,1.14,1.95,1.57,1.28,2,2.05,3.9,10.76,9.67,7.57,46.48,138709,272,4.77,70,3.33,2191,2115,1638,477,77.45,22.55,76,3.47,619733,444,55,48,11,18,312,11.68,10.19,2.34,3.82,66.24,1469,148,31.42,25.4,951,234,42,17.09,3.07,5699,5666,3225,56.92,813,38.44
"25017362100",4333,1457,4079,1515,34.96,2871,2407,175,935,7.27,38.85,1541,64.02,1906,66.38,7,8,19,19,15,12,14,13,14,13,22,30,32,152,145,148,788,.48,.55,1.31,1.31,1.03,.82,.96,.89,.96,.89,1.52,2.07,2.21,10.48,9.99,10.2,54.31,157781,59,1.37,35,2.41,1495,1457,1337,120,91.76,8.24,38,2.54,656629,110,16,15,7,12,59,14.55,13.64,6.36,10.91,53.64,1189,29,26.36,26.4,956,323,28,28.36,2.46,4322,3985,2581,64.77,537,36.86
"25017363101",7909,2775,7112,2794,35.33,5159,4538,363,1237,8,27.26,2482,54.69,3257,63.13,8,11,33,30,25,43,43,41,58,52,43,89,260,336,300,292,1118,.29,.4,1.19,1.08,.9,1.55,1.55,1.47,2.09,1.87,1.55,3.2,9.35,12.08,10.79,10.5,40.2,124801,143,1.81,53,1.91,2890,2775,2190,585,78.92,21.08,115,3.98,459676,569,8,16,24,39,482,1.38,2.76,4.14,6.72,83.1,1415,208,35.86,25.4,1573,394,31,21.17,1.67,7896,7386,4654,63.01,1123,40.46
"25017363102",3804,1680,2841,975,25.44,2665,2319,192,570,8.28,24.58,1155,49.81,1482,55.61,22,22,25,21,11,32,32,39,75,92,70,50,232,241,198,144,367,1.31,1.31,1.5,1.26,.66,1.92,1.91,2.33,4.48,5.5,4.18,2.99,13.86,14.4,11.83,8.6,21.92,88768,171,4.6,30,1.79,1787,1685,738,947,43.8,56.2,102,5.71,394797,928,13,22,28,47,817,1.38,2.33,2.97,4.98,86.64,1285,326,34.57,24.9,432,120,16,23.21,3.09,3719,3565,1226,34.39,1194,70.86
"25017363201",2824,1010,2563,974,34.49,1885,1525,103,482,6.75,31.61,831,54.49,1135,60.21,8,12,41,38,18,9,20,14,15,8,23,20,75,88,120,116,405,.78,1.17,3.98,3.69,1.75,.87,1.95,1.36,1.46,.77,2.24,1.94,7.29,8.55,11.66,11.27,39.36,124495,83,2.95,31,3.01,1040,1010,797,213,78.91,21.09,30,2.88,415829,213,34,30,8,14,126,15.96,14.08,3.76,6.57,59.15,1155,91,42.73,26.5,593,144,9,19.83,1.24,2815,2631,1602,60.89,443,43.86
"25017363202",3342,1137,3062,1238,37.04,2175,1849,91,597,4.92,32.29,1021,55.22,1184,54.44,0,2,14,12,7,18,21,24,27,33,32,31,50,111,132,160,423,0,.18,1.28,1.1,.64,1.64,1.91,2.19,2.46,3.01,2.92,2.83,4.56,10.12,12.03,14.59,38.56,127563,6,.18,15,1.37,1181,1137,936,201,82.32,17.68,44,3.73,416899,185,0,5,12,20,148,0,2.56,6.15,10.26,75.9,1273,65,33.33,25.1,692,174,12,21.51,1.48,3337,3082,1988,64.5,416,36.59
"25017364100",10325,4051,8703,3263,31.6,7124,5729,318,1212,5.55,21.16,1951,34.05,2028,28.47,60,68,131,137,156,162,137,123,114,123,145,141,356,618,508,414,675,1.47,1.67,3.22,3.37,3.83,3.98,3.37,3.02,2.8,3.02,3.56,3.46,8.75,15.18,12.48,10.17,16.58,81259,574,5.57,150,3.69,4211,4051,2627,1424,64.85,35.15,160,3.8,301044,1375,101,133,125,210,806,7.09,9.34,8.78,14.75,56.6,1125,417,29.29,24.299999,1525,448,114,20.7,5.27,10303,9530,5460,57.29,1885,46.53
"25017365100",5869,1875,5609,2245,38.25,3750,3136,247,1061,7.88,33.83,1852,59.06,2467,65.78,13,12,4,6,16,16,13,27,29,26,27,19,85,161,194,185,1028,.7,.64,.22,.32,.86,.86,.7,1.45,1.56,1.39,1.45,1.02,4.57,8.65,10.42,9.94,55.24,160722,98,1.67,28,1.5,1932,1875,1782,93,95.04,4.96,57,2.95,589076,64,0,3,6,11,44,0,4.41,8.82,16.18,64.71,1645,17,25,20,1413,301,21,18.4,1.28,5856,5411,3667,67.77,569,30.35
"25017365201",4893,1709,4574,1688,34.5,3319,2885,147,884,5.1,30.64,1593,55.22,2102,63.33,20,19,18,19,19,19,23,20,21,19,36,32,78,145,183,198,828,1.18,1.12,1.06,1.12,1.12,1.11,1.35,1.18,1.23,1.12,2.12,1.88,4.59,8.54,10.78,11.66,48.76,145314,87,1.78,35,2.06,1743,1709,1550,159,90.7,9.3,34,1.95,473935,128,34,27,1,2,63,23.61,18.75,.69,1.39,43.75,945,43,29.86,27.1,1194,347,24,23.85,1.65,4889,4540,3158,69.56,555,32.48
"25017365202",3596,1178,3271,1376,38.26,2352,1915,149,595,7.78,31.07,1079,56.34,1390,59.09,15,15,14,19,33,22,13,17,21,13,22,21,26,119,124,135,529,1.3,1.3,1.22,1.65,2.86,1.91,1.13,1.47,1.82,1.12,1.9,1.82,2.25,10.3,10.74,11.69,45.8,140558,34,.96,55,4.76,1200,1178,978,200,83.02,16.98,22,1.83,530258,177,35,30,7,11,94,17.95,15.38,3.59,5.64,48.21,1107,76,38.97,28.6,791,234,17,25.77,1.87,3525,3343,2261,67.63,369,31.33
"25017366100",4486,1644,3951,1514,33.21,3148,2524,151,783,5.98,31.02,1037,41.09,1302,41.36,15,19,51,49,38,34,33,41,54,43,28,41,120,269,179,199,432,.91,1.16,3.1,2.98,2.31,2.07,2.01,2.5,3.29,2.62,1.7,2.49,7.3,16.36,10.89,12.1,26.28,98094,142,3.18,54,3.28,1701,1641,1312,329,79.95,20.05,60,3.53,393728,307,55,49,15,25,163,16.72,14.89,4.56,7.6,49.54,1087,97,29.49,25.4,851,239,42,20.46,3.6,4459,4202,3071,73.08,477,29.07
"25017366200",7388,2566,6925,2433,33.29,5012,3819,392,1513,10.26,39.62,2256,59.07,3513,70.09,19,17,8,6,10,20,5,10,17,22,38,81,139,209,240,254,1449,.75,.67,.32,.24,.39,.79,.2,.4,.67,.86,1.49,3.19,5.47,8.22,9.44,9.99,56.98,170262,59,.81,13,.51,2678,2570,2433,137,94.67,5.33,108,4.03,590324,107,0,2,4,6,96,0,1.54,3.08,4.62,73.85,1784,34,26.16,22.5,1577,312,22,14.21,1,7308,6862,4933,71.89,611,23.78
"25017367100",3547,1237,3160,1074,30.28,2563,1823,235,696,12.89,38.18,1127,61.82,1777,69.33,8,9,16,16,16,16,17,19,15,11,11,34,57,103,112,118,669,.64,.72,1.28,1.28,1.28,1.28,1.36,1.52,1.2,.88,.88,2.72,4.57,8.25,8.97,9.46,53.61,159346,147,4.14,26,2.08,1286,1237,1103,134,89.17,10.83,49,3.81,756442,114,0,4,9,16,85,0,2.99,6.72,11.94,63.43,1732,44,32.84,19.700001,644,194,35,19.62,3.54,3547,3326,2436,73.24,286,23.12
"25017367200",6653,2113,5360,1887,28.36,4346,3283,532,1349,16.2,41.09,1848,56.29,2934,67.50999,34,33,20,21,21,15,26,34,43,31,47,28,85,129,175,124,1261,1.6,1.55,.94,.99,.99,.71,1.22,1.6,2.02,1.46,2.21,1.31,3.99,6.06,8.22,5.82,59.2,193123,195,3.28,35,1.64,2222,2113,1802,311,85.28,14.72,109,4.91,891192,257,10,10,6,9,222,3.58,3.58,2.15,3.23,79.57,1784,113,40.5,28.700001,1035,294,90,18.46,5.65,5954,6360,4048,63.65,570,26.97
"25017368101",5568,2017,4372,1582,28.41,3783,3377,267,918,7.91,27.18,1292,38.26,1240,32.78,21,21,20,29,47,27,30,24,32,48,67,50,287,327,283,266,436,1.04,1.04,1,1.44,2.33,1.34,1.49,1.2,1.59,2.38,3.33,2.48,14.25,16.24,14.05,13.21,21.65,97895,130,2.39,44,2.18,2133,2017,1277,740,63.31,36.69,116,5.44,323502,740,0,3,8,13,716,0,.41,1.08,1.76,96.76,1700,218,29.46,25.6,847,235,33,19.29,2.71,5446,5302,2899,54.68,939,46.56
"25017368102",3730,1285,3226,1233,33.06,2593,2238,157,483,7.02,21.58,539,24.08,574,22.14,12,12,16,15,11,18,39,58,38,11,36,49,109,262,181,151,253,.94,.94,1.26,1.18,.86,1.41,3.07,4.56,2.99,.86,2.83,3.86,8.58,20.61,14.24,11.88,19.91,94284,105,2.88,48,3.78,1332,1285,1059,226,82.41,17.59,47,3.53,313164,226,0,6,13,22,186,0,2.65,5.75,9.73,82.3,1390,79,34.95,26.9,686,214,29,21.1,2.86,3642,3506,2253,64.26,454,35.33
"25017368200",4141,1430,3650,1461,35.28,2799,2116,181,604,8.55,28.54,617,29.16,686,24.51,15,19,51,46,32,52,53,41,44,64,46,35,170,223,205,151,183,1.05,1.33,3.57,3.22,2.24,3.64,3.71,2.87,3.08,4.48,3.22,2.45,11.9,15.61,14.35,10.57,12.81,78948,270,6.67,92,6.44,1463,1430,1004,426,70.21,29.79,33,2.26,344177,426,58,57,27,45,240,13.62,13.38,6.34,10.56,56.34,1109,96,22.54,22.200001,503,139,68,15.96,7.81,4050,3892,2702,69.42,405,28.32
"25017368300",4160,1845,2826,960,23.08,3014,2538,204,809,8.04,31.88,816,32.15,804,26.67,25,34,102,92,46,38,66,56,82,98,63,77,307,329,181,127,122,1.35,1.84,5.53,4.99,2.5,2.06,3.57,3.04,4.44,5.31,3.41,4.17,16.63,17.82,9.8,6.88,6.61,66220,345,8.46,130,7.04,1932,1845,516,1329,27.97,72.03,87,4.5,320828,1321,59,90,102,172,897,4.44,6.77,7.67,12.94,67.49,1185,470,35.36,24.5,177,30,0,9.97,0,4077,3907,1999,51.16,1037,56.21
